City,Geographic Identifier,Area Name,Total Population,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino,,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3666828,16000US3666828,Shelter Island CDP,2062,1682,1908,,0,0,68,0,158,0,154,154,0,0,0,0,0,0
3666850,16000US3666850,Shelter Island Heights CDP,731,707,731,,0,0,24,0,0,0,0,0,0,0,0,0,0,0
3666872,16000US3666872,Shenorock CDP,2325,1769,1892,,33,30,28,0,0,32,433,421,5,0,7,0,0,0
3666883,16000US3666883,Sherburne village,1251,1132,1214,,8,0,15,0,0,59,37,26,0,0,11,0,0,0
3666949,16000US3666949,Sherman village,685,670,685,,0,7,3,0,0,5,0,0,0,0,0,0,0,0
3666993,16000US3666993,Sherrill city,3000,2797,2872,,43,3,12,0,0,17,128,87,0,0,0,0,1,40
3667048,16000US3667048,Shinnecock Hills CDP,2202,1427,1875,,5,0,426,0,0,17,327,317,10,0,0,0,0,0
3667070,16000US3667070,Shirley CDP,28583,19171,22568,,1967,44,1090,0,24,272,6015,5331,66,19,0,0,310,289
3667081,16000US3667081,Shokan CDP,1336,1252,1336,,0,24,21,0,0,39,0,0,0,0,0,0,0,0
3667191,16000US3667191,Shoreham village,447,428,439,,0,0,8,0,0,3,8,3,0,0,0,0,1,4
3667257,16000US3667257,Shortsville village,1403,1373,1398,,8,0,0,0,0,17,5,0,0,0,0,0,2,3
3667279,16000US3667279,Shrub Oak CDP,2861,1644,1918,,120,0,154,0,0,0,943,548,26,0,0,0,369,0
3667334,16000US3667334,Sidney village,3854,3476,3669,,26,0,13,0,0,154,185,27,0,0,0,0,141,17
3667411,16000US3667411,Silver Creek village,2426,2286,2387,,30,32,0,0,0,39,39,29,0,0,0,0,10,0
3667466,16000US3667466,Silver Springs village,827,732,819,,27,42,4,0,0,14,8,8,0,0,0,0,0,0
3667488,16000US3667488,Sinclairville village,691,651,685,,20,3,0,0,0,11,6,0,6,0,0,0,0,0
3667510,16000US3667510,Skaneateles village,2368,2301,2367,,5,0,15,0,0,46,1,0,1,0,0,0,0,0
3667638,16000US3667638,Sleepy Hollow village,10122,4473,5293,,243,0,155,0,30,392,4829,1502,32,0,0,0,3241,54
3667686,16000US3667686,Sloan village,3562,3186,3497,,180,0,95,0,0,36,65,30,0,0,0,0,12,23
3667708,16000US3667708,Sloatsburg village,3116,2467,2728,,142,0,67,0,19,33,388,299,0,0,0,0,66,23
3667730,16000US3667730,Smallwood CDP,616,599,616,,0,0,17,0,0,0,0,0,0,0,0,0,0,0
3667851,16000US3667851,Smithtown CDP,26260,23697,24950,,220,6,816,0,27,184,1310,961,0,0,0,0,284,65
3668088,16000US3668088,Smithville Flats CDP,377,377,377,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668099,16000US3668099,Smyrna village,199,184,199,,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3668209,16000US3668209,Sodus village,1654,1203,1562,,253,16,0,5,0,85,92,59,0,0,0,0,16,17
3668242,16000US3668242,Sodus Point village,822,756,816,,24,0,0,0,12,24,6,6,0,0,0,0,0,0
3668286,16000US3668286,Solvay village,6323,4903,5938,,324,21,75,0,0,615,385,169,52,0,0,0,123,41
3668374,16000US3668374,Sound Beach CDP,7821,7009,7376,,4,231,117,0,0,15,445,292,31,0,0,0,122,0
3668462,16000US3668462,Southampton village,3285,2572,2882,,238,0,40,0,0,32,403,381,0,0,0,0,16,6
3668610,16000US3668610,South Blooming Grove village,3148,2079,2571,,345,0,96,0,19,32,577,191,0,0,0,0,326,60
3668847,16000US3668847,South Corning village,1232,1062,1220,,132,0,13,0,3,10,12,12,0,0,0,0,0,0
3668891,16000US3668891,South Dayton village,568,528,558,,14,0,0,0,0,16,10,6,0,0,0,0,4,0
3668968,16000US3668968,South Fallsburg CDP,2168,1237,1557,,285,0,0,0,0,35,611,235,0,0,0,0,336,40
3669001,16000US3669001,South Farmingdale CDP,15229,12061,13400,,228,0,870,0,44,197,1829,1003,224,0,20,0,305,277
3669023,16000US3669023,South Floral Park village,1999,117,1607,,1037,1,420,0,0,32,392,148,71,0,0,0,153,20
3669078,16000US3669078,South Glens Falls village,3617,3419,3494,,0,46,0,0,0,29,123,121,0,0,0,0,2,0
3669188,16000US3669188,South Hempstead CDP,3184,1703,2558,,603,0,17,0,72,163,626,233,106,0,0,0,287,0
3669199,16000US3669199,South Hill CDP,6551,5355,6256,,355,28,293,0,21,204,295,76,16,0,0,0,203,0
3669254,16000US3669254,South Huntington CDP,10322,7956,8838,,122,0,642,0,0,118,1484,1060,0,0,0,0,396,28
3669364,16000US3669364,South Lima CDP,207,207,207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669386,16000US3669386,South Lockport CDP,7066,5908,6727,,399,32,157,0,16,215,339,230,37,0,0,0,72,0
3669441,16000US3669441,South Nyack village,3387,2170,3009,,467,0,195,0,12,165,378,177,42,0,0,12,116,31
3669452,16000US3669452,Southold CDP,5904,5104,5270,,12,0,154,0,0,0,634,551,0,0,0,0,83,0
3669606,16000US3669606,Southport CDP,6972,6531,6970,,306,24,14,0,0,95,2,2,0,0,0,0,0,0
3669892,16000US3669892,South Valley Stream CDP,6775,2133,5754,,2137,1,1193,10,142,138,1021,473,32,8,0,0,508,0
3670035,16000US3670035,Spackenkill CDP,4053,3291,3681,,95,0,263,0,0,32,372,152,5,12,0,0,195,8
3670068,16000US3670068,Sparkill CDP,1586,897,1183,,0,0,243,0,0,43,403,0,0,0,0,0,228,175
3670123,16000US3670123,Speculator village,345,331,345,,14,0,0,0,0,0,0,0,0,0,0,0,0,0
3670167,16000US3670167,Spencer village,694,683,693,,10,0,0,0,0,0,1,1,0,0,0,0,0,0
3670189,16000US3670189,Spencerport village,3671,3496,3663,,20,0,40,0,43,64,8,8,0,0,0,0,0,0
3670387,16000US3670387,Springs CDP,7036,4473,4859,,0,0,386,0,0,0,2177,2132,0,21,0,0,24,0
3670420,16000US3670420,Spring Valley village,32295,10440,22182,,10499,9,782,0,258,194,10113,2663,376,0,0,0,6729,345
3670442,16000US3670442,Springville village,4298,4065,4196,,29,69,23,0,0,10,102,93,0,0,0,0,0,9
3670477,16000US3670477,Springwater Hamlet CDP,429,408,416,,4,0,0,0,4,0,13,13,0,0,0,0,0,0
3670552,16000US3670552,Staatsburg CDP,317,317,317,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670618,16000US3670618,Stamford village,1370,1292,1320,,5,0,23,0,0,0,50,27,12,0,0,0,11,0
3670717,16000US3670717,Stannards CDP,573,573,573,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670849,16000US3670849,Star Lake CDP,601,570,592,,2,1,3,0,0,16,9,8,0,0,0,0,1,0
3671267,16000US3671267,Stewart Manor village,2199,1704,1900,,9,0,128,0,20,39,299,187,0,0,0,0,112,0
3671322,16000US3671322,Stillwater village,1943,1828,1890,,16,7,3,0,0,36,53,51,0,0,0,0,2,0
3671597,16000US3671597,Stone Ridge CDP,1328,854,1317,,140,0,225,0,0,98,11,11,0,0,0,0,0,0
3671608,16000US3671608,Stony Brook CDP,12428,10146,11687,,230,0,1169,10,1,131,741,645,50,0,0,0,20,26
3671620,16000US3671620,Stony Brook University CDP,8943,2677,8151,,810,13,4143,0,36,472,792,276,175,0,58,0,184,99
3671663,16000US3671663,Stony Point CDP,12586,8650,10356,,1217,41,368,0,0,80,2230,1120,147,0,0,0,742,221
3671718,16000US3671718,Stottville CDP,1338,1066,1189,,21,0,0,0,18,84,149,0,0,0,0,0,149,0
3671817,16000US3671817,Strykersville CDP,661,651,661,,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3671894,16000US3671894,Suffern village,10943,7079,8765,,681,0,679,0,8,318,2178,1069,21,10,18,0,933,127
3672246,16000US3672246,Sunset Bay CDP,592,539,575,,11,1,0,0,0,24,17,6,2,0,0,0,9,0
3672327,16000US3672327,SUNY Oswego CDP,3694,2432,3179,,462,8,176,0,0,101,515,165,150,18,17,10,101,54
3672521,16000US3672521,Sylvan Beach village,922,866,922,,24,0,0,0,0,32,0,0,0,0,0,0,0,0
3672554,16000US3672554,Syosset CDP,19453,12171,18644,,102,20,5983,0,54,314,809,434,2,54,0,0,276,43
3673000,16000US3673000,Syracuse city,142874,71453,129483,,40687,1302,9315,42,483,6201,13391,6830,2176,135,33,0,2755,1462
3673057,16000US3673057,Taconic Shores CDP,686,608,656,,0,0,5,0,0,43,30,30,0,0,0,0,0,0
3673143,16000US3673143,Tannersville village,858,841,858,,0,0,17,0,0,0,0,0,0,0,0,0,0,0
3673154,16000US3673154,Tappan CDP,7227,5218,6469,,218,0,957,0,0,76,758,553,0,0,0,0,190,15
3673176,16000US3673176,Tarrytown village,11436,6882,8475,,580,0,926,0,17,70,2961,1584,88,0,15,0,1017,257
3673352,16000US3673352,Terryville CDP,12764,8192,9060,,407,0,382,0,44,35,3704,2809,51,0,0,0,830,14
3673495,16000US3673495,Thendara CDP,30,30,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673517,16000US3673517,Theresa village,758,678,733,,0,13,14,0,0,28,25,18,0,0,0,0,0,7
3673583,16000US3673583,Thiells CDP,4870,2751,3907,,605,0,516,0,0,35,963,480,76,0,0,0,300,107
3673605,16000US3673605,Thomaston village,2629,1580,2577,,31,0,947,0,6,13,52,31,0,0,0,0,15,6
3673715,16000US3673715,Thornwood CDP,4186,3155,3545,,163,0,192,0,23,12,641,436,0,0,0,0,205,0
3673726,16000US3673726,Thousand Island Park CDP,30,30,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673737,16000US3673737,Three Mile Bay CDP,225,225,225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673880,16000US3673880,Ticonderoga CDP,3236,3142,3230,,14,0,19,0,0,55,6,0,0,0,0,0,6,0
3673902,16000US3673902,Tillson CDP,1657,1464,1557,,47,0,23,0,0,23,100,47,53,0,0,0,0,0
3674017,16000US3674017,Titusville CDP,533,391,391,,0,0,0,0,0,0,142,142,0,0,0,0,0,0
3674023,16000US3674023,Tivoli village,1012,942,990,,8,0,36,0,0,4,22,22,0,0,0,0,0,0
3674166,16000US3674166,Tonawanda city,14830,13996,14486,,26,79,52,0,16,317,344,202,50,11,0,0,32,49
3674183,16000US3674183,Tonawanda CDP,57027,49818,54562,,2549,65,911,7,9,1203,2465,1006,366,50,0,0,734,309
3675121,16000US3675121,Town Line CDP,1726,1626,1705,,0,0,64,0,0,15,21,19,0,0,0,0,2,0
3675341,16000US3675341,Tribes Hill CDP,582,445,480,,0,0,16,0,0,19,102,77,0,0,0,0,0,25
3675484,16000US3675484,Troy city,49458,31387,44716,,7960,29,2355,0,235,2750,4742,2270,709,18,22,0,870,853
3675506,16000US3675506,Trumansburg village,1661,1494,1608,,47,0,8,0,0,59,53,53,0,0,0,0,0,0
3675572,16000US3675572,Tuckahoe CDP,759,551,701,,30,0,30,0,0,90,58,51,0,0,0,0,5,2
3675583,16000US3675583,Tuckahoe village,6584,4549,5899,,464,0,697,0,0,189,685,118,17,0,0,0,369,181
3675627,16000US3675627,Tully village,951,912,951,,25,4,10,0,0,0,0,0,0,0,0,0,0,0
3675671,16000US3675671,Tupper Lake village,3797,3459,3592,,67,7,0,0,0,59,205,53,0,0,0,0,152,0
3675682,16000US3675682,Turin village,315,265,266,,1,0,0,0,0,0,49,28,0,0,0,0,0,21
3675726,16000US3675726,Tuscarora CDP,75,75,75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675803,16000US3675803,Tuxedo Park village,545,492,530,,6,0,20,0,0,12,15,12,0,0,0,0,0,3
3676001,16000US3676001,Unadilla village,934,885,918,,7,14,0,0,0,12,16,16,0,0,0,0,0,0
3676089,16000US3676089,Uniondale CDP,32007,6468,19454,,11323,13,851,0,196,603,12553,6888,278,442,40,0,3041,1864
3676155,16000US3676155,Union Springs village,1042,925,977,,13,2,6,0,0,31,65,21,0,0,0,0,3,41
3676210,16000US3676210,Unionville village,524,369,411,,10,0,0,0,0,32,113,73,0,0,0,0,32,8
3676280,16000US3676280,University at Buffalo CDP,6174,3131,5402,,684,0,1403,4,0,180,772,213,122,0,12,0,341,84
3676287,16000US3676287,University Gardens CDP,4182,1980,3833,,43,0,1767,0,0,43,349,125,0,0,0,0,196,28
3676331,16000US3676331,Upper Brookville village,1677,1322,1591,,4,0,245,0,0,20,86,86,0,0,0,0,0,0
3676386,16000US3676386,Upper Nyack village,2262,1781,2047,,141,0,44,0,9,72,215,132,12,0,0,0,52,19
3676540,16000US3676540,Utica city,60320,33905,52648,,8708,248,6922,30,65,2770,7672,3745,432,33,0,0,2309,1153
3676584,16000US3676584,Vails Gate CDP,3031,1306,2239,,690,0,163,0,57,23,792,525,0,0,0,0,174,93
3676617,16000US3676617,Valatie village,1626,1384,1442,,31,3,6,0,4,14,184,40,0,0,0,0,144,0
3676639,16000US3676639,Valhalla CDP,3536,2420,2882,,263,0,115,0,22,62,654,455,31,8,35,0,67,58
3676661,16000US3676661,Valley Cottage CDP,9023,5892,7690,,754,0,807,0,0,237,1333,566,61,30,0,0,449,227
3676672,16000US3676672,Valley Falls village,443,422,435,,0,0,5,2,0,6,8,4,0,0,0,0,3,1
3676705,16000US3676705,Valley Stream village,37577,10673,27996,,9681,0,5354,0,478,1810,9581,4152,443,0,70,0,4687,229
3676881,16000US3676881,Van Etten village,636,616,623,,0,0,7,0,0,0,13,13,0,0,0,0,0,0
3677112,16000US3677112,Vernon village,1318,1231,1267,,8,9,12,0,0,7,51,9,0,0,0,0,10,32
3677167,16000US3677167,Verona CDP,1024,983,983,,0,0,0,0,0,0,41,41,0,0,0,0,0,0
3677211,16000US3677211,Verplanck CDP,1242,1022,1140,,28,0,9,0,0,81,102,76,0,0,0,0,0,26
3677376,16000US3677376,Victor village,2716,2576,2695,,11,0,48,0,37,23,21,21,0,0,0,0,0,0
3677431,16000US3677431,Victory village,642,578,603,,12,0,0,0,0,13,39,39,0,0,0,0,0,0
3677513,16000US3677513,Village Green CDP,3729,3604,3690,,0,0,22,0,15,49,39,0,0,39,0,0,0,0
3677519,16000US3677519,Village of the Branch village,1549,1389,1488,,27,0,67,0,2,3,61,51,0,0,0,0,5,5
3677574,16000US3677574,Viola CDP,6898,6187,6660,,325,0,91,0,15,42,238,55,0,0,0,0,163,20
3677585,16000US3677585,Virgil CDP,444,407,444,,0,28,0,0,0,9,0,0,0,0,0,0,0,0
3677684,16000US3677684,Voorheesville village,2801,2696,2782,,32,0,26,0,0,28,19,19,0,0,0,0,0,0
3677728,16000US3677728,Waddington village,856,834,834,,0,0,0,0,0,0,22,0,0,0,0,0,0,22
3677772,16000US3677772,Wading River CDP,7733,7109,7306,,131,0,37,0,6,23,427,336,17,0,0,0,62,12
3677783,16000US3677783,Wadsworth CDP,264,264,264,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677805,16000US3677805,Wainscott CDP,349,284,317,,23,0,7,0,0,3,32,30,0,0,0,0,2,0
3677849,16000US3677849,Walden village,6724,4665,5741,,979,0,24,8,65,0,983,620,74,0,0,0,255,34
3677948,16000US3677948,Walker Valley CDP,1275,1275,1275,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678003,16000US3678003,Wallkill CDP,2017,1675,1926,,154,0,87,0,0,10,91,56,0,0,0,0,35,0
3678036,16000US3678036,Walton village,3258,3146,3179,,33,0,0,0,0,0,79,73,0,0,0,0,0,6
3678063,16000US3678063,Walton Park CDP,2668,1911,2352,,76,0,88,0,7,270,316,254,0,0,0,0,40,22
3678113,16000US3678113,Wampsville village,700,647,693,,41,5,0,0,0,0,7,0,7,0,0,0,0,0
3678124,16000US3678124,Wanakah CDP,3210,3011,3181,,0,76,80,0,0,14,29,29,0,0,0,0,0,0
3678146,16000US3678146,Wantagh CDP,17915,16212,16803,,70,0,226,0,85,210,1112,1011,18,0,17,0,17,49
3678168,16000US3678168,Wappingers Falls village,5648,3322,3984,,338,0,289,0,21,14,1664,502,13,0,0,30,1009,110
3678289,16000US3678289,Warrensburg CDP,3079,3042,3047,,5,0,0,0,0,0,32,32,0,0,0,0,0,0
3678333,16000US3678333,Warsaw village,3205,2869,3150,,86,0,12,0,0,183,55,12,0,0,0,0,43,0
3678355,16000US3678355,Warwick village,6785,5857,6153,,74,101,49,45,0,27,632,265,60,0,0,0,307,0
3678421,16000US3678421,Washington Heights CDP,1830,616,1204,,252,0,152,0,0,184,626,129,0,0,0,0,476,21
3678454,16000US3678454,Washington Mills CDP,1428,1144,1288,,0,0,126,0,0,18,140,111,29,0,0,0,0,0
3678465,16000US3678465,Washingtonville village,5746,3800,4452,,493,0,108,0,28,23,1294,517,78,13,0,0,524,162
3678487,16000US3678487,Watchtower CDP,2117,917,1480,,329,0,151,0,0,83,637,308,23,0,11,0,236,59
3678520,16000US3678520,Waterford village,2091,1750,1901,,43,0,87,0,0,21,190,109,0,0,0,0,38,43
3678553,16000US3678553,Waterloo village,4924,4615,4809,,20,25,37,0,0,112,115,108,0,0,0,0,7,0
3678575,16000US3678575,Water Mill CDP,1631,1268,1398,,3,13,54,0,0,60,233,229,4,0,0,0,0,0
3678608,16000US3678608,Watertown city,25622,20130,23626,,2012,223,381,24,11,845,1996,1331,158,37,13,7,179,271
3678663,16000US3678663,Waterville village,1599,1573,1597,,12,0,0,0,0,12,2,2,0,0,0,0,0,0
3678674,16000US3678674,Watervliet city,10050,7247,9279,,959,0,393,0,18,662,771,286,17,0,0,0,243,225
3678696,16000US3678696,Watkins Glen village,2000,1788,1889,,15,0,76,0,0,10,111,111,0,0,0,0,0,0
3678806,16000US3678806,Waverly village,4177,3969,4114,,75,0,37,0,0,33,63,34,0,0,0,0,0,29
3678850,16000US3678850,Wayland village,1694,1626,1664,,13,0,0,0,4,21,30,8,0,0,0,0,14,8
3678960,16000US3678960,Webster village,5606,4596,5284,,285,0,367,0,0,36,322,185,0,0,0,0,137,0
3678982,16000US3678982,Websters Crossing CDP,44,44,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679015,16000US3679015,Weedsport village,1768,1658,1723,,11,3,32,0,0,19,45,17,0,0,0,0,28,0
3679048,16000US3679048,Wells CDP,630,627,630,,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3679081,16000US3679081,Wellsburg village,458,438,458,,2,0,0,0,0,18,0,0,0,0,0,0,0,0
3679092,16000US3679092,Wellsville village,4437,4312,4406,,33,0,13,0,0,48,31,5,0,0,0,0,26,0
3679174,16000US3679174,Wesley Hills village,5885,5577,5773,,19,0,143,0,6,28,112,60,0,45,0,0,7,0
3679246,16000US3679246,West Babylon CDP,42665,27791,34949,,4972,90,1455,0,111,530,7716,4969,177,47,11,42,2242,228
3679301,16000US3679301,West Bay Shore CDP,4801,3909,4173,,27,0,152,0,0,85,628,304,0,0,0,0,265,59
3679444,16000US3679444,Westbury village,15342,6099,11109,,3269,0,1445,0,101,195,4233,1517,184,0,9,0,2206,317
3679499,16000US3679499,West Carthage village,1383,1031,1238,,166,7,0,0,0,34,145,63,0,0,0,0,82,0
3679543,16000US3679543,West Chazy CDP,398,390,398,,0,0,0,0,0,8,0,0,0,0,0,0,0,0
3679785,16000US3679785,West Elmira CDP,4655,4412,4578,,18,0,144,0,0,4,77,67,0,0,0,0,10,0
3679796,16000US3679796,West End CDP,2046,1923,1982,,36,0,0,0,6,17,64,54,0,0,0,0,0,10
3679939,16000US3679939,Westfield village,2611,2379,2492,,0,0,113,0,0,0,119,97,0,0,0,0,22,0
3680082,16000US3680082,West Glens Falls CDP,6860,6332,6774,,267,130,36,0,0,9,86,86,0,0,0,0,0,0
3680170,16000US3680170,Westhampton CDP,2623,2251,2439,,143,0,39,0,0,6,184,135,0,0,0,0,40,9
3680181,16000US3680181,Westhampton Beach village,1791,1424,1527,,48,0,27,0,0,28,264,215,0,0,0,0,0,49
3680186,16000US3680186,West Hampton Dunes village,68,63,68,,2,0,0,0,3,0,0,0,0,0,0,0,0,0
3680203,16000US3680203,West Haverstraw village,10250,2598,4819,,1273,40,425,0,336,147,5431,1877,582,27,0,0,2494,451
3680225,16000US3680225,West Hempstead CDP,19864,11679,15498,,2111,24,1247,0,47,390,4366,2077,142,0,0,74,1838,235
3680258,16000US3680258,West Hills CDP,5055,4241,4734,,21,0,289,0,62,121,321,279,42,0,0,0,0,0
3680291,16000US3680291,West Hurley CDP,1920,1887,1914,,0,0,20,0,0,7,6,3,0,0,0,0,3,0
3680302,16000US3680302,West Islip CDP,26844,24374,25110,,134,3,438,0,4,157,1734,1516,1,9,0,0,78,130
3680423,16000US3680423,Westmere CDP,6933,5223,6649,,195,0,1113,0,0,118,284,125,0,0,0,0,139,20
3680522,16000US3680522,Westmoreland CDP,658,582,658,,0,0,0,0,0,76,0,0,0,0,0,0,0,0
3680599,16000US3680599,West Nyack CDP,3942,3023,3341,,20,0,258,0,0,40,601,249,0,0,16,0,268,68
3680632,16000US3680632,Weston Mills CDP,1189,1167,1188,,1,20,0,0,0,0,1,0,0,0,0,0,1,0
3680747,16000US3680747,West Point CDP,6379,4461,5681,,419,26,318,10,8,439,698,428,31,18,9,0,158,54
3680764,16000US3680764,Westport CDP,368,364,368,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3680863,16000US3680863,West Sand Lake CDP,2697,2624,2662,,38,0,0,0,0,0,35,35,0,0,0,0,0,0
3680885,16000US3680885,West Sayville CDP,5010,4554,4779,,30,16,78,0,24,77,231,189,0,0,0,0,42,0
3680907,16000US3680907,West Seneca CDP,45344,43586,44599,,446,64,192,0,0,311,745,442,45,0,0,8,138,112
3681127,16000US3681127,Westvale CDP,5000,4436,4936,,304,14,16,0,13,153,64,39,7,0,0,0,0,18
3681138,16000US3681138,West Valley CDP,561,470,541,,15,5,0,0,0,51,20,20,0,0,0,0,0,0
3681292,16000US3681292,West Winfield village,742,721,738,,4,3,4,0,0,6,4,3,0,0,0,1,0,0
3681419,16000US3681419,Wheatley Heights CDP,4942,936,4267,,2759,0,238,0,99,235,675,445,93,0,0,0,120,17
3681622,16000US3681622,Whitehall village,2293,2215,2261,,8,6,0,0,15,17,32,15,0,0,0,0,7,10
3681677,16000US3681677,White Plains city,58137,26970,39302,,6460,25,4522,0,219,1106,18835,7881,432,55,141,25,9859,442
3681710,16000US3681710,Whitesboro village,3643,3204,3219,,0,15,0,0,0,0,424,192,0,0,0,0,232,0
3681831,16000US3681831,Whitney Point village,828,727,744,,16,0,1,0,0,0,84,66,0,0,0,0,18,0
3682029,16000US3682029,Williamson CDP,2653,2337,2508,,97,0,3,0,0,71,145,140,0,0,0,0,5,0
3682084,16000US3682084,Williamsville village,5233,4667,5137,,160,36,155,0,0,119,96,46,22,0,0,0,18,10
3682117,16000US3682117,Williston Park village,7277,5265,6499,,130,14,955,0,21,114,778,411,9,0,0,0,358,0
3682260,16000US3682260,Willsboro CDP,763,673,704,,5,0,0,0,0,26,59,13,0,0,0,0,0,46
3682304,16000US3682304,Wilmington CDP,775,713,755,,0,16,0,0,0,26,20,17,0,0,0,0,1,2
3682359,16000US3682359,Wilson village,1120,1078,1102,,0,5,6,0,0,13,18,11,0,0,0,0,3,4
3682469,16000US3682469,Windham CDP,323,320,320,,0,0,0,0,0,0,3,3,0,0,0,0,0,0
3682524,16000US3682524,Windsor village,999,968,990,,7,0,0,0,0,15,9,9,0,0,0,0,0,0
3682612,16000US3682612,Winthrop CDP,154,140,154,,0,0,0,0,0,14,0,0,0,0,0,0,0,0
3682656,16000US3682656,Witherbee CDP,256,175,256,,0,12,17,0,0,52,0,0,0,0,0,0,0,0
3682678,16000US3682678,Wolcott village,1673,1588,1650,,34,16,0,0,3,9,23,23,0,0,0,0,0,0
3682744,16000US3682744,Woodbury CDP,8852,6991,8564,,201,0,1337,0,0,35,288,216,0,0,0,0,43,29
3682750,16000US3682750,Woodbury village,10810,7011,8600,,784,0,660,0,123,22,2210,1541,8,0,0,0,536,125
3682942,16000US3682942,Woodmere CDP,17470,15239,16506,,941,0,259,0,0,67,964,525,7,0,0,0,401,31
3682953,16000US3682953,Woodridge village,917,690,800,,82,0,0,0,0,28,117,37,0,0,0,0,63,17
3682986,16000US3682986,Woodsburgh village,808,729,750,,6,0,15,0,0,0,58,19,0,0,0,0,39,0
3683041,16000US3683041,Woodstock CDP,2266,1965,2203,,91,0,51,0,0,96,63,36,0,0,0,0,27,0
3683063,16000US3683063,Woodsville CDP,98,98,98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683118,16000US3683118,Worcester CDP,889,738,813,,9,0,0,0,0,66,76,63,0,0,0,0,13,0
3683272,16000US3683272,Wurtsboro village,1140,951,1045,,72,0,9,0,0,13,95,67,12,0,0,0,16,0
3683294,16000US3683294,Wyandanch CDP,11368,315,7522,,6599,84,104,0,116,304,3846,1957,234,0,0,0,1342,313
3683349,16000US3683349,Wynantskill CDP,3154,2894,2969,,0,0,25,0,10,40,185,130,19,0,0,0,0,36
3683371,16000US3683371,Wyoming village,353,352,352,,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3683426,16000US3683426,Yaphank CDP,6338,4650,5251,,446,23,80,0,18,34,1087,834,0,0,0,0,171,82
3684000,16000US3684000,Yonkers city,199968,73317,123369,,32282,370,12671,61,1594,3074,76599,30737,7532,1037,285,27,31972,5009
3684035,16000US3684035,York Hamlet CDP,433,405,433,,9,0,0,0,0,19,0,0,0,0,0,0,0,0
3684044,16000US3684044,Yorkshire CDP,1106,1093,1093,,0,0,0,0,0,0,13,13,0,0,0,0,0,0
3684088,16000US3684088,Yorktown Heights CDP,1393,1249,1333,,10,0,58,0,0,16,60,58,2,0,0,0,0,0
3684099,16000US3684099,Yorkville village,2595,2355,2413,,13,0,16,0,0,29,182,182,0,0,0,0,0,0
3684143,16000US3684143,Youngstown village,2019,1939,1996,,13,9,18,0,0,17,23,18,0,0,0,0,5,0
3684187,16000US3684187,Zena CDP,942,773,884,,27,0,63,0,0,21,58,25,33,0,0,0,0,0
